speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
POE,FINN,704,She drew 'em off! All of 'em!,1,7,
FINN,POE,705,"Oh, they hate that ship!",1,5,
REY,CHEWIE,706,Chewie!,1,1,
ROSE,NA,707,There it is! That is a big gun.,1,8,
FINN,NA,708,"OK, it's heavily armored. Our only shot is right down the throat. The cannon's opening. This is our chance.",1,19,
KYLO REN,ARMITAGE HUX,709,All firepower on those speeders.,1,5,
ARMITAGE HUX,NA,710,Concentrate all fire on the speeders!,1,6,
RESISTANCE CONTROLLER,LEIA,711,We're taking heavy losses.,1,4,
POE,NA,712,They're picking us all off. We're not gonna make it.,1,10,
FINN,NA,713,"All right, making my final approach. Target in sight, guns are hot.",1,12,
POE,FINN,714,No! Pull off!,1,3,
FINN,POE,715,What?,1,1,
POE,FINN,716,"The cannon is charged! It's a suicide run! All craft, pull away!",1,12,
FINN,POE,717,No! I'm almost there!,1,4,
POE,FINN,718,"Retreat, Finn! That's an order!",1,5,
ROSE,FINN,719,Finn? It's too late! Don't do this!,1,7,
FINN,ROSE,720,No! I won't let them win!,1,6,
ROSE,FINN,721,"No! Finn, listen to Poe! We have to retreat!",1,9,
MALE SCOUT,NA,722,The cannon is warming up now.,1,6,
MALE COMMANDER,NA,723,Copy that. We see it.,1,5,
MALE SCOUT,NA,724,Preparing to fire.,1,3,
POE,NA,725,"Move! Go, go! Quick!",1,4,
SOLDIER #6,NA,726,"Let's go, let's go!",1,4,
FINN,ROSE,727,Rose? Rose? Rose? Why would you do that? Huh? I was almost there. Why would you stop me?,1,18,
ROSE,FINN,728,"I saved you, dummy. That's how we're gonna win. Not fighting what we hate, saving what we love.",1,18,
KYLO REN,ARMITAGE HUX,729,"General Hux, advance. No quarter. No prisoners.",1,7,
KAYDEL KO CONNIX,LARMA D'ACY,730,"Our distress signal's been received at multiple points, but no response.",1,11,
LARMA D'ACY,KAYDEL KO CONNIX,731,"They've heard us, but no one's coming.",1,7,
LEIA,"LARMA D'ACY, KAYDEL KO CONNIX",732,We fought till the end. But the galaxy has lost all its hope. The spark is out.,1,17,
LEIA,LUKE,733,Luke. I know what you're gonna say. I changed my hair.,1,11,force
LUKE,LEIA,734,"It's nice that way. Leia, I'm sorry.",1,7,force
LEIA,LUKE,735,I know. I know you are. I'm just glad you're here at the end.,1,14,force
LUKE,LEIA,736,"I came to face him, Leia. And I can't save him.",1,11,force
LEIA,LUKE,737,"I held out hope for so long, but I know my son is gone.",1,14,force
LUKE,LEIA,738,No one's ever really gone.,1,5,force
THREEPIO,LUKE,739,Master Luke.,1,2,force
KYLO REN,NA,740,Stop! I want every gun we have to fire on that man. Do it. More! More!,1,16,
ARMITAGE HUX,KYLO REN,741,That's enough.,1,2,
ARMITAGE HUX,NA,742,That's enough!,1,2,
ARMITAGE HUX,KYLO REN,743,"Do you think you got him? Now, if we're ready to get moving, we can finish this.",1,17,
SHUTTLE PILOT,KYLO REN,744,Sir?,1,1,
KYLO REN,ARMITAGE HUX,745,Bring me down to him. Keep the door covered and don't advance until I say.,1,15,
ARMITAGE HUX,KYLO REN,746,"Supreme Leader, don't get distracted, our goal...",1,7,
SHUTTLE PILOT (MALE),KYLO REN,747,"Right away, sir.",1,3,
FINN,NA,748,Med pack! I need a med pack! She's hurt pretty bad.,1,11,
POE,FINN,749,It's Kylo Ren. Luke's facing him alone.,1,7,
FINN,POE,750,"Well, we should help him. Let's go.",1,7,
POE,FINN,751,"No, wait. Wait.",1,3,
KYLO REN,LUKE,752,Did you come back to say you forgive me? To save my soul?,1,13,force
LUKE,KYLO REN,753,No.,1,1,force
POE,FINN,754,He's doing this for a reason. He's stalling so we can escape.,1,12,
FINN,POE,755,"Escape? He's one man against an army. We have to help him, we have to fight.",1,16,
POE,FINN,756,"No, no. We are the spark that'll light the fire that will burn the First Order down. Skywalker's doing this so we can survive.",1,24,
POE,GROUP,757,"There's gotta be a way out of this mine. Hell, how did he get in here?",1,16,
THREEPIO,POE,758,"Sir, it is possible that a natural unmapped opening exists. But this facility is such a maze of endless tunnels that the odds of finding an exit are 15,428...",1,29,
POE,THREEPIO,759,Shh. Shush. Hush. Shush up. Shut up!,1,7,
THREEPIO,POE,760,To one.,1,2,
POE,THREEPIO,761,Listen.,1,1,
THREEPIO,POE,762,My audio sensors no longer detect the...,1,7,
POE,THREEPIO,763,Exactly.,1,1,
FINN,POE,764,Where'd the crystal critters go?,1,5,
POE,GROUP,765,Follow me.,1,2,
LEIA,GROUP,766,What are you looking at me for? Follow him.,1,9,
REY,R2D2,767,"If the beacon's right beneath us, they've gotta be somewhere. Keep scanning for life forms.",1,15,
POE,GROUP,768,This way.,1,2,
REY,CHEWIE,769,"I see them! Chewie, there!",1,5,
POE,NA,770,"No. No, no, no. No!",1,5,
REY,REY,771,Lifting rocks.,1,2,
LUKE,KYLO REN,772,"I failed you, Ben. I'm sorry.",1,6,force
KYLO REN,LUKE,773,"I'm sure you are! The Resistance is dead. The war is over. And when I kill you, I will have killed the last Jedi.",1,24,force
LUKE,KYLO REN,774,Amazing. Every word of what you just said was wrong. The Rebellion is reborn today. The war is just beginning. And I will not be the last Jedi.,1,28,force
KYLO REN,LUKE,775,"I'll destroy her, and you, and all of it.",1,9,force
LUKE,KYLO REN,776,No. Strike me down in anger and I'll always be with you. Just like your father.,1,16,force
KYLO REN,LUKE,777,No.,1,1,force
LUKE,KYLO REN,778,"See you around, kid.",1,4,
KYLO REN,KYLO REN,779,No!,1,1,
POE,C'AI THRENALLI,780,C'ai!,1,1,
THREEPIO,R2D2,781,Such a friend.,1,3,
LEIA,CHEWIE,782,Chewie!,1,1,
REY,BB8,783,It looks good.,1,3,
KAYDEL KO CONNIX,NA,784,"That was crazy, man.",1,4,
POE,REY,785,Hi.,1,1,
REY,POE,786,Hi.,1,1,
POE,REY,787,I'm Poe.,1,2,
REY,POE,788,Rey.,1,1,
POE,REY,789,I know.,1,2,
REY,LEIA,790,Luke is gone. I felt it. But it wasn't sadness or pain. It was peace and purpose.,1,17,
LEIA,POE,791,"I felt it, too.",1,4,
REY,LEIA,792,How do we build a Rebellion from this?,1,8,
LEIA,REY,793,We have everything we need.,1,5,
ONIHO ZAYA,TEMIRI BLAGG,794,"Luke Skywalker, Jedi Master.",1,4,
