speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
LT. BASTIAN,POE,806,I'm coming in!,1,3,
JESS,ELLO ASTY,807,Watch out!,1,2,
ELLO ASTY,NA,808,I'm hit!,1,2,
POE,NA,809,All teams- I'm going in! Pull up and cover me!,1,10,
NIV LEK,POE,810,"Copy that, Black Leader! Good luck, Poe!",1,7,
STARKILLER TECHNICIAN,ARMITAGE HUX,811,Weapon fully charged in thirty seconds.,1,6,
ARMITAGE HUX,STARKILLER TECHNICIAN,812,Prepare to fire.,1,3,
KYLO REN,REY,813,You need a teacher! I can show you the ways of the Force!,1,13,
REY,KYLO REN,814,The Force?,1,2,
COLONEL DATOO,YOUNG TECHNICIAN,815,"Lieutenant, get back to your station!",1,6,
YOUNG TECHNICIAN,COLONEL DATOO,816,Just look. We won't survive -- even Hux has gone!,2,10,
ARMITAGE HUX,SNOKE,817,Supreme Leader. The fuel cells have ruptured. The collapse of the planet has begun.,3,14,
SNOKE,ARMITAGE HUX,818,Leave the base at once and come to me with Kylo Ren. It is time to complete his training.,3,19,
REY,NA,819,Finn!,1,1,
POE,NA,820,All teams! I got eyes on them!,1,7,
SNAP,NA,821,Yes!,1,1,
POE,NA,822,Our job's done here. Let's go home!,1,7,
MEDIC,CHEWIE,823,"Easy, easy. He's hurt. We've got a heartbeat.",2,8,
THREEPIO,R2D2,824,R2D2! You've come back! You found what?,2,7,
THREEPIO,R2D2,825,How dare you call me that!,1,6,
THREEPIO,R2D2,826,Find Master Luke how?,1,4,
THREEPIO,R2D2,827,"Come, R2! We must go tell the others at once!",1,10,
THREEPIO,LEIA,828,"General? Excuse me, General?",1,4,
THREEPIO,LEIA,829,R2D2 may contain some much needed good news.,1,8,
LEIA,"THREEPIO, R2D2",830,Tell me.,1,2,
POE,BB8,831,"Yeah, all right, buddy, hold on--",1,6,
THREEPIO,NA,832,Oh! The map! It is complete!,1,6,
LEIA,NA,833,Luke!,1,1,
THREEPIO,R2D2,834,Oh my dear friend. How I've missed you.,1,8,
REY,NA,835,"We'll see each other again. I believe that. Thank you, my friend.",2,12,
LEIA,REY,836,Rey. May the Force be with you.,2,7,
