from,to,dialogue,yarn_id
VADER,PADME,I will not betray the Republic.,876677
VADER,PADME,my loyalties lie with the Chancellor and with the Senate.,876678
VADER,PADME,and with you.,876679
PADME,VADER,What about Obi-Wan?,876680
VADER,PADME,I don't know.,876681
VADER,PADME,Many Jedi have been killed.,876682
VADER,PADME,We can only hope that he's remained loyal to the Chancellor.,876683
PADME,VADER,"Anakin, I'm afraid.",876684
VADER,PADME,"Have faith, my love.",876685
VADER,PADME,Everything will soon be set right.,876686
VADER,PADME,The Chancellor has given me a very important mission.,876687
VADER,PADME,The Separatists have gathered on the Mustafar system.,876688
VADER,PADME,I'm going there to end this war.,876689
VADER,PADME,Wait for me until I return.,876690
VADER,PADME,"Things will be different, I promise.",876691
VADER,PADME,"Please, wait for me.",876693
THREEPIO,R2D2,"Well, he is under a lot of stress, Artoo.",876694
THREEPIO,R2D2,"Take care, my little friend.",876695
THREEPIO,PADME,"My Lady, is there anything I might do?",876696
PADME,THREEPIO,"No thank you, Threepio.",876697
THREEPIO,PADME,I feel so helpless.,876698
OBI-WAN,"YODA, BAIL ORGANA",How many other Jedi managed to survive?,876699
YODA,OBI-WAN,"Heard from no one, have we.",876700
BAIL ORGANA,OBI-WAN,I saw thousands of troops attack the Jedi Temple.,876701
BAIL ORGANA,OBI-WAN,That's why I went looking for Yoda.,876702
OBI-WAN,YODA,Have we had any contact from the Temple?,876703
YODA,OBI-WAN,"Received a coded retreat message, we have.",876704
BAIL ORGANA,OBI-WAN,It requests all Jedi to return to the Temple.,876705
BAIL ORGANA,OBI-WAN,It says that the war is over.,876706
OBI-WAN,YODA,"Well, then we must go back!",876706
OBI-WAN,YODA,"If there are other stragglers, they will fall into the trap and be killed.",876707
YODA,OBI-WAN,"Suggest dismantling the coded signal, do you?",876708
OBI-WAN,YODA,"Yes, Master.",876709
OBI-WAN,YODA,There is too much at stake.,876709
YODA,OBI-WAN,I agree.,876710
YODA,OBI-WAN,And a little more knowledge might light our way.,876711
NUTE,PALPATINE,"The plan has gone as you had promised, My Lord.",876712
PALPATINE,NUTE,"You have done well, Viceroy.",876713
PALPATINE,NUTE,"When my new apprentice, Darth Vader, arrives, he will take care of you.",876715
PILOT,BAIL ORGANA,"We are receiving a message from the Chancellor's office, sir.",876716
BAIL ORGANA,PILOT,Send it through.,876717
PILOT,BAIL ORGANA,"Yes, sir.",876717
MAS AMEDDA,BAIL ORGANA,Senator Organa.,876718
MAS AMEDDA,BAIL ORGANA,the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,876719
BAIL ORGANA,MAS AMEDDA,I will be there.,876720
MAS AMEDDA,BAIL ORGANA,He'll be expecting you.,876720
BAIL ORGANA,"OBI-WAN, YODA",Could be a trap.,876721
OBI-WAN,BAIL ORGANA,"No, I don't think so.",876721
OBI-WAN,BAIL ORGANA,The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,876722
YODA,"BAIL ORGANA, OBI-WAN","If a special session of Congress there is, easier for us to enter the Jedi Temple it will be.",876724
VADER,R2D2,Artoo.,876724
VADER,R2D2,stay with the ship.,876726
NUTE,VADER,"Welcome, Lord Vader.",876727
NUTE,VADER,We've been expecting you.,876727
PALPATINE,GROUP,and the Jedi Rebellion has been foiled.,876728
BAIL ORGANA,PADME,What's happened?,876729
PADME,BAIL ORGANA,"The Chancellor's been elaborating on a plot by the Jedi, to overthrow the Senate.",876730
PALPATINE,GROUP,The remaining Jedi will be hunted down and defeated.,876731
OBI-WAN,YODA,Not even the younglings survived.,876732
YODA,OBI-WAN,"Killed not by clones, this Padawan.",876734
YODA,OBI-WAN,"By a lightsaber, he was.",876735
OBI-WAN,YODA,Who?,876736
OBI-WAN,YODA,Who could have done this?,876736
PALPATINE,GROUP,"The attempt on my life has left me scarred and deformed, but I assure you my resolve has never been stronger.",876737
NUTE,VADER,Stop!,876742
NUTE,VADER,No!,876742
PALPATINE,GROUP,"In order to ensure our security and continuing stability, the Republic will be reorganized into the first Galactic Empire, for a safe and secure society",876744
PADME,BAIL ORGANA,"So this is how liberty dies, with thunderous applause.",876749
NUTE,VADER,The war is over.,876751
NUTE,VADER,Lord Sidious promised us peace.,876752
NUTE,VADER,we only want.,876752
OBI-WAN,YODA,I've recalibrated the code warning all surviving Jedi to stay away.,876753
YODA,OBI-WAN,"For the Clones to discover the recalibration, a long time it will take.",876755
OBI-WAN,YODA,"Wait, Master.",876756
OBI-WAN,YODA,There is something I must know.,876757
YODA,OBI-WAN,"If into the security recordings you go, only pain will you find.",876759
OBI-WAN,YODA,"I must know the truth, Master.",876760
OBI-WAN,YODA,It can't be.,876761
OBI-WAN,YODA,It can't be.,876761
PALPATINE,VADER,"You have done well, my new apprentice.",876763
PALPATINE,VADER,"Now, Lord Vader, go and bring peace to the Empire.",876765
OBI-WAN,YODA,I can't watch anymore,876766
YODA,OBI-WAN,"Destroy the Sith, we must.",876767
OBI-WAN,YODA,Send me to kill the Emperor.,876768
OBI-WAN,YODA,I will not kill Anakin.,876769
YODA,OBI-WAN,"To fight this Lord Sidious, strong enough, you are not.",876770
OBI-WAN,YODA,He is like my brother.,876771
OBI-WAN,YODA,I cannot do it.,876771
YODA,OBI-WAN,"Twisted by the dark side, young Skywalker has become.",876772
YODA,OBI-WAN,"The boy you trained, gone he is.",876773
YODA,OBI-WAN,Consumed by Darth Vader.,876774
OBI-WAN,YODA,I do not know where the Emperor has sent him.,876775
OBI-WAN,YODA,I don't know where to look.,876776
YODA,OBI-WAN,"Use your feelings, Obi-Wan, and find him, you will.",876777
OBI-WAN,PADME,When was the last time you saw him?,876778
PADME,OBI-WAN,Yesterday.,876779
OBI-WAN,PADME,And do you know where he is now?,876779
PADME,OBI-WAN,No.,876780
OBI-WAN,PADME,"Padme, I need your help.",876781
OBI-WAN,PADME,He's in grave danger.,876782
PADME,OBI-WAN,From the Sith?,876782
OBI-WAN,PADME,From himself.,876783
OBI-WAN,PADME,"Padme, Anakin has turned to the dark side.",876785
PADME,OBI-WAN,You're wrong!,876786
PADME,OBI-WAN,How could you even say that?,876786
OBI-WAN,PADME,I have seen a security hologram of him killing younglings.,876789
PADME,OBI-WAN,Not Anakin!,876790
PADME,OBI-WAN,He couldn't!,876790
OBI-WAN,PADME,He was deceived by a lie.,876791
OBI-WAN,PADME,We all were.,876791
OBI-WAN,PADME,"It appears that the Chancellor is behind everything, including the war.",876792
OBI-WAN,PADME,Palpatine is the Sith Lord we've been looking for.,876793
OBI-WAN,PADME,"After the death of Count Dooku, Anakin became his new apprentice.",876794
PADME,OBI-WAN,I don't believe you.,876795
PADME,OBI-WAN,I can't.,876796
OBI-WAN,PADME,"Padme, I must find him.",876798
PADME,OBI-WAN,"You're going to kill him, aren't you?",876799
OBI-WAN,PADME,He has become a very great threat.,876800
PADME,OBI-WAN,I can't.,876801
OBI-WAN,PADME,"Anakin is the father, isn't he?",876802
OBI-WAN,PADME,I'm so sorry.,876803
CAPTAIN TYPHO,PADME,"My Lady, let me come with you.",876804
PADME,CAPTAIN TYPHO,There is no danger.,876805
PADME,CAPTAIN TYPHO,"The fighting is over, and.",876805
PADME,CAPTAIN TYPHO,this is personal.,876805
CAPTAIN TYPHO,PADME,"As you wish, My Lady.",876806
CAPTAIN TYPHO,PADME,but I strongly disagree.,876806
PADME,CAPTAIN TYPHO,"I'll be all right, Captain.",876807
PADME,PADME,This is something I must do myself.,876807
PADME,PADME,"Besides, Threepio will look after me.",876808
THREEPIO,THREEPIO,"Oh, dear.",876809
THREEPIO,PADME,"Do you know, that I think I'm beginning to get the hang of this flying business.",876811
VADER,PALPATINE,"The Separatists have been taken care of, My Master.",876812
PALPATINE,VADER,It is finished then.,876813
PALPATINE,VADER,You have restored peace and justice to the galaxy.,876814
PALPATINE,VADER,Send a message to the ships of the Trade Federation.,876815
PALPATINE,VADER,All droid units must shut down immediately.,876816
VADER,PALPATINE,"Very good, My Lord.",876817
VADER,PADME,I saw your ship.,876818
VADER,PADME,What are you doing out here?,876819
PADME,VADER,I was so worried about you.,876819
PADME,VADER,Obi-Wan told me terrible things.,876820
VADER,PADME,What things?,876821
PADME,VADER,He said you have turned to the dark side.,876822
PADME,VADER,that you killed younglings.,876824
VADER,PADME,Obi-Wan is trying to turn you against me.,876825
PADME,VADER,He cares about us.,876826
VADER,PADME,Us?,876826
PADME,VADER,He knows.,876827
PADME,VADER,He wants to help you.,876828
PADME,VADER,"Anakin, all I want is your love.",876829
VADER,PADME,"Love won't save you, Padme.",876830
VADER,PADME,Only my new powers can do that.,876831
PADME,VADER,At what cost?,876831
PADME,VADER,You are a good person.,876832
PADME,VADER,Don't do this.,876832
VADER,PADME,I won't lose you the way I lost my mother!,876833
VADER,PADME,I am becoming more powerful than any Jedi has ever dreamed of and I'm doing it for you.,876834
VADER,PADME,To protect you.,876835
PADME,VADER,Come away with me.,876836
PADME,VADER,Help me raise our child.,876837
PADME,VADER,Leave everything else behind while we still can.,876838
VADER,PADME,"Don't you see, we don't have to run away anymore.",876839
VADER,PADME,I have brought peace to the Republic.,876840
VADER,PADME,I am more powerful than the Chancellor.,876841
VADER,PADME,"I can overthrow him, and together you and I can rule the galaxy.",876843
VADER,PADME,Make things the way we want them to be.,876844
PADME,VADER,I don't believe what I'm hearing.,876845
PADME,VADER,Obi-Wan was right.,876846
PADME,VADER,You've changed.,876846
VADER,PADME,I don't want to hear any more about Obi-Wan.,876847
VADER,PADME,The Jedi turned against me.,876848
VADER,PADME,Don't you turn against me.,876848
PADME,VADER,I don't know you anymore.,876849
PADME,VADER,"Anakin, you're breaking my heart.",876851
PADME,VADER,You're going down a path I can't follow.,876852
VADER,PADME,Because of Obi-Wan?,876853
PADME,VADER,Because of what you've done.,876854
PADME,VADER,what you plan to do.,876855
PADME,VADER,"Stop, stop now.",876856
PADME,VADER,Come back!,876856
PADME,VADER,I love you.,876857
VADER,PADME,Liar!,876857
PADME,VADER,No!,876858
VADER,PADME,You're with him.,876859
VADER,PADME,You brought him here to kill me!,876859
OBI-WAN,VADER,"Let her go, Anakin!",876860
PADME,VADER,No!,876860
PADME,VADER,Anakin.,876860
OBI-WAN,VADER,Let her go.,876860
VADER,OBI-WAN,You turned her against me.,876863
OBI-WAN,VADER,You have done that yourself.,876864
VADER,OBI-WAN,You will not take her from me.,876865
OBI-WAN,VADER,Your anger and your lust for power have already done that.,876866
OBI-WAN,VADER,You have allowed this Dark Lord to twist your mind until now.,876867
OBI-WAN,VADER,until now you have become the very thing you swore to destroy.,876868
VADER,OBI-WAN,"Don't lecture me, Obi-Wan.",876869
VADER,OBI-WAN,I see through the lies of the Jedi.,876870
VADER,OBI-WAN,I do not fear the dark side as you do.,876871
VADER,OBI-WAN,"I have brought peace, freedom, justice, and security to my new Empire.",876872
OBI-WAN,VADER,Your new Empire?,876875
VADER,OBI-WAN,Don't make me kill you.,876876
OBI-WAN,VADER,"Anakin, my allegiance is to the Republic.",876877
OBI-WAN,VADER,to democracy.,876877
VADER,OBI-WAN,"If you're not with me, then you're my enemy.",876879
OBI-WAN,VADER,Only a Sith deals in absolutes.,876880
OBI-WAN,VADER,I will do what I must.,876881
VADER,OBI-WAN,You will try.,876882
YODA,PALPATINE,"I hear a new apprentice, you have.",876883
YODA,PALPATINE,"Emperor, or should I call you Darth Sidious?",876884
PALPATINE,YODA,Master Yoda.,876885
PALPATINE,YODA,You survived.,876886
YODA,PALPATINE,Surprised?,876887
PALPATINE,YODA,"Your arrogance blinds you, Master Yoda.",876888
PALPATINE,YODA,Now you will experience the full power of the dark side.,876890
PALPATINE,YODA,"I have waited a long time for this moment, my little green friend.",876893
PALPATINE,YODA,At last the Jedi are no more.,876894
YODA,PALPATINE,"Not if anything to say about it, I have.",876895
YODA,PALPATINE,At an end your rule is and not short enough it was.,876897
YODA,PALPATINE,"If so powerful you are, why leave?",876900
PALPATINE,YODA,You will not stop me.,876901
PALPATINE,YODA,Darth Vader will become more powerful than either of us.,876902
YODA,PALPATINE,"Faith in your new apprentice, misplaced may be, as is your faith in the dark side of the Force.",876903
YODA,BAIL ORGANA,Hurry.,876905
YODA,BAIL ORGANA,Careful timing we will need.,876905
BAIL ORGANA,YODA,Activate your homing beacon when you're ready.,876906
CLONE COMMANDER THIRE,"MAS AMEDDA, PALPATINE","There is no sign of his body, sir.",876907
MAS AMEDDA,CLONE COMMANDER THIRE,Then he is not dead.,876908
PALPATINE,CLONE COMMANDER THIRE,Double your search.,876908
CLONE COMMANDER THIRE,"MAS AMEDDA, PALPATINE",Yes sir.,876909
CLONE COMMANDER THIRE,"MAS AMEDDA, PALPATINE","Right away, sir.",876909
PALPATINE,MAS AMEDDA,Tell Captain Kagi to prepare my shuttle for immediate takeoff.,876910
MAS AMEDDA,PALPATINE,"Yes, Master.",876911
PALPATINE,MAS AMEDDA,I sense Lord Vader is in danger.,876911
YODA,BAIL ORGANA,Into exile I must go.,876912
YODA,BAIL ORGANA,"Failed, I have.",876913
OBI-WAN,VADER,"I have failed you, Anakin.",876914
OBI-WAN,VADER,I have failed you.,876915
VADER,OBI-WAN,I should have known the Jedi were plotting to take over.,876916
OBI-WAN,VADER,"Anakin, Chancellor Palpatine is evil.",876917
VADER,OBI-WAN,"From my point of view, the Jedi are evil.",876918
OBI-WAN,VADER,"Well, then you are lost!",876919
VADER,OBI-WAN,"This is the end for you, My Master.",876920
OBI-WAN,VADER,"It's over, Anakin.",876921
OBI-WAN,VADER,I have the high ground.,876921
VADER,OBI-WAN,You underestimate my power!,876922
OBI-WAN,VADER,Don't try it.,876923
OBI-WAN,VADER,You were the Chosen One!,876924
OBI-WAN,VADER,"It was said that you would, destroy the Sith, not join them.",876925
OBI-WAN,VADER,"Bring balance to the Force, not leave it in darkness.",876926
VADER,OBI-WAN,I hate you!,876928
OBI-WAN,VADER,"You were my brother, Anakin.",876929
OBI-WAN,VADER,I loved you.,876930
THREEPIO,OBI-WAN,Master Kenobi!,876930
THREEPIO,OBI-WAN,We have Miss Padme on board.,876932
THREEPIO,OBI-WAN,"Please, please hurry.",876933
THREEPIO,OBI-WAN,We should leave this dreadful place.,876934
PADME,OBI-WAN,Obi-Wan.,876935
PADME,OBI-WAN,Is Anakin all right?,876936
R2D2,R2D2,WHISTLES SOFTLY
CLONE CAPTAIN,PALPATINE,"Your Majesty, this way.",876937
CLONE CAPTAIN,PALPATINE,There he is.,876938
PALPATINE,CLONE CAPTAIN,He's still alive.,876939
PALPATINE,CLONE CAPTAIN,"Get a medical capsule, immediately.",876940
CLONE CAPTAIN,PALPATINE,Yes sir.,876941
CLONE CAPTAIN,PALPATINE,Right away.,876941
BAIL ORGANA,YODA,"Excuse me, Master Yoda.",876942
BAIL ORGANA,YODA,Obi-Wan Kenobi has made contact.,876943
BAIL ORGANA,OBI-WAN,"We'll take her to the medical center, quickly.",876944
MEDICAL DROID,OBI-WAN,"Medically, she's completely healthy.",876945
MEDICAL DROID,OBI-WAN,"For reasons we can't explain, we are losing her.",876946
OBI-WAN,MEDICAL DROID,She's dying?,876947
MEDICAL DROID,OBI-WAN,We don't know why.,876947
MEDICAL DROID,OBI-WAN,She has lost the will to live.,876948
MEDICAL DROID,OBI-WAN,We need to operate quickly if we are to save the babies.,876949
BAIL ORGANA,MEDICAL DROID,Babies?,876950
MEDICAL DROID,BAIL ORGANA,She's carrying twins.,876951
PADME,OBI-WAN,Luke.,876953
PADME,LUKE,"Oh, Luke.",876953
OBI-WAN,PADME,It's a girl.,876957
PADME,OBI-WAN,Leia.,876957
PADME,OBI-WAN,Obi-Wan?,876958
PADME,OBI-WAN,There's good in him.,876959
PADME,OBI-WAN,I know.,876960
PADME,OBI-WAN,I know there's.,876961
PADME,OBI-WAN,still.,876962
PALPATINE,VADER,"Lord Vader, can you hear me?",876964
VADER,PALPATINE,"Yes, Master.",876965
VADER,PALPATINE,Where is Padme?,876966
VADER,PALPATINE,"Is she safe, is she all right?",876968
PALPATINE,VADER,"It seems, in your anger, you killed her.",876969
VADER,PALPATINE,I?,876970
VADER,PALPATINE,I couldn't have.,876970
VADER,PALPATINE,She was alive!,876971
VADER,PALPATINE,I felt it!,876971
VADER,PALPATINE,No!,876972
YODA,"BAIL ORGANA, OBI-WAN","Hidden, safe, the children must be kept.",876973
OBI-WAN,"YODA, BAIL ORGANA",We must take them somewhere the Sith will not sense their presence.,876974
YODA,"BAIL ORGANA, OBI-WAN","Split up, they should be.",876975
BAIL ORGANA,"YODA, OBI-WAN",My wife and I will take the girl.,876976
BAIL ORGANA,"YODA, OBI-WAN",We've always talked of adopting a baby girl.,876977
BAIL ORGANA,"YODA, OBI-WAN",She will be loved with us.,876978
OBI-WAN,"BAIL ORGANA, YODA",And what of the boy?,876979
YODA,OBI-WAN,To Tatooine.,876980
YODA,OBI-WAN,"To his family, send him.",876980
OBI-WAN,"YODA, BAIL ORGANA",I will take the child and watch over him.,876981
YODA,"BAIL ORGANA, OBI-WAN","Until the time is right, disappear we will.",876982
YODA,OBI-WAN,"Master Kenobi, wait a moment.",876983
YODA,OBI-WAN,"In your solitude on Tatooine, training I have for you.",876984
OBI-WAN,YODA,Training?,876985
YODA,OBI-WAN,An old friend has learned the path to immortality.,876986
OBI-WAN,YODA,Who?,876987
YODA,OBI-WAN,One who has returned from the netherworld of the Force to train me.,876987
YODA,OBI-WAN,your old Master.,876988
OBI-WAN,YODA,Qui-Gon?,876989
YODA,OBI-WAN,How to commune with him.,876990
YODA,OBI-WAN,I will teach you.,876990
BAIL ORGANA,CAPTAIN ANTILLES,Captain Antilles.,876991
CAPTAIN ANTILLES,BAIL ORGANA,"Yes, Your Highness.",876991
BAIL ORGANA,CAPTAIN ANTILLES,I'm placing these droids in your care.,876992
BAIL ORGANA,CAPTAIN ANTILLES,Treat them well.,876993
BAIL ORGANA,CAPTAIN ANTILLES,Clean them up.,876993
BAIL ORGANA,CAPTAIN ANTILLES,Have the Protocol Droid's mind wiped.,876994
THREEPIO,R2D2,What?,876995
THREEPIO,R2D2,"Oh, no.",876996
